id_i,id_j,distance,race_i,race_j,pair_type,inconsistent_baseline,inconsistent_eo,eo_introduced,eo_resolved,threshold_distance_i,threshold_distance_j
4127,4663,0.39790092590982207,0,1,cross_race,0,1,1,0,0.18178105004528666,0.0961904949108825
4127,5117,0.4102192546734873,0,1,cross_race,0,1,1,0,0.18178105004528666,0.06082451365599528
3671,6043,0.08524053745639298,1,0,cross_race,0,0,0,0,0.4024323935156929,0.2380039416756093
3671,3688,0.08524053745639298,1,0,cross_race,0,0,0,0,0.4024323935156929,0.2380039416756093
3671,3775,0.08524053745639304,1,0,cross_race,0,0,0,0,0.4024323935156929,0.22774753141919907
1718,3669,0.0,1,0,cross_race,0,0,0,0,0.4024323935156929,0.22774753141919907
1718,4412,0.20510962733674365,1,0,cross_race,0,0,0,0,0.4024323935156929,0.2380039416756093
1624,3570,0.0,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
1624,3327,0.0,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
1624,1681,0.08524053745639298,1,0,cross_race,0,0,0,0,0.3258391086648871,0.15115424656839327
1624,2248,0.17048107491278608,1,0,cross_race,0,0,0,0,0.3258391086648871,0.16596906138320805
1595,2771,2.2988705298193475,1,0,cross_race,0,0,0,0,0.09848269398358267,0.21159652252918626
2562,4758,0.08524053745639304,1,0,cross_race,0,1,1,0,0.0013622818220518917,0.1542453834894244
649,2190,0.08524053745639298,0,1,cross_race,0,0,0,0,0.16989763281177944,0.3258391086648871
764,4247,0.08524053745639315,1,0,cross_race,0,0,0,0,0.5088403371658271,0.3341554750693333
764,5129,0.17048107491278608,1,0,cross_race,0,0,0,0,0.5088403371658271,0.35922680083385544
764,3365,0.41898184463139465,1,0,cross_race,0,0,0,0,0.5088403371658271,0.3124447617985177
402,2011,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
402,2103,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
402,5601,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
4688,6705,0.17048107491278608,1,0,cross_race,0,0,0,0,0.4024323935156929,0.22774753141919907
1273,2500,0.0,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
1273,5322,0.0,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
1111,3278,0.0,1,0,cross_race,0,0,0,0,0.3180950009207793,0.1434101388242855
2276,5907,0.0,0,1,cross_race,0,0,0,0,0.21941054151134476,0.39409540360783857
2276,2580,0.08524053745639298,0,1,cross_race,0,0,0,0,0.21941054151134476,0.3760049947446116
6201,6770,0.0,1,0,cross_race,0,0,0,0,0.27730573265195185,0.10262087055545804
2933,6506,0.2221168801601368,1,0,cross_race,0,0,0,0,0.3258391086648871,0.21941054151134476
3105,3120,0.08524053745639304,1,0,cross_race,0,0,0,0,0.38078959626289893,0.20132013264811777
3105,3416,0.20510962733674365,1,0,cross_race,0,0,0,0,0.38078959626289893,0.22774753141919907
2580,5386,0.08524053745639298,1,0,cross_race,0,0,0,0,0.3760049947446116,0.21941054151134476
2580,4268,0.17048107491278605,1,0,cross_race,0,0,0,0,0.3760049947446116,0.16989763281177944
4731,5626,0.795801851819644,1,0,cross_race,0,0,0,0,0.056468844104043625,0.2382498941493303
1813,5493,0.5915476037913092,1,0,cross_race,1,0,0,1,0.17577476125068614,0.19382013264811776
2402,6723,0.0,1,0,cross_race,0,1,1,0,0.05038823662012071,0.1231643024083432
2402,2663,0.0,1,0,cross_race,0,1,1,0,0.05038823662012071,0.1231643024083432
865,1887,0.0,1,0,cross_race,0,0,0,0,0.26781982883768984,0.09313496674119603
95,2190,0.08524053745639298,0,1,cross_race,0,0,0,0,0.16989763281177944,0.3258391086648871
1267,3509,0.08524053745639304,0,1,cross_race,0,0,0,0,0.2956551985540481,0.48615401413891396
1301,5082,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
1301,2394,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
1301,4343,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
1192,3175,0.08524053745639298,0,1,cross_race,0,0,0,0,0.21797520478809818,0.4024323935156929
1192,7049,0.08524053745639304,0,1,cross_race,0,0,0,0,0.21797520478809818,0.38006031588854033
1911,4145,0.08524053745639304,1,0,cross_race,0,1,1,0,0.11262499487706035,0.06607905930291869
902,2984,0.0,1,0,cross_race,0,0,0,0,0.3515426626231579,0.1768578005266641
902,1787,0.0,1,0,cross_race,0,0,0,0,0.3515426626231579,0.1768578005266641
3818,5542,0.22211688016013675,1,0,cross_race,0,1,1,0,0.05910307390638647,0.0031817937457687684
2766,5412,0.4189818446313947,1,0,cross_race,0,0,0,0,0.048338762803230684,0.18178105004528666
2766,4127,0.7485174438063078,1,0,cross_race,0,0,0,0,0.048338762803230684,0.18178105004528666
2766,3147,0.7941107268639883,1,0,cross_race,0,0,0,0,0.048338762803230684,0.09231877798483723
4362,6008,0.08524053745639315,1,0,cross_race,0,1,1,0,0.06524098950104251,0.0669411282684359
1952,5536,0.0,0,1,cross_race,0,0,0,0,0.186612228868049,0.3612970909645428
1952,2448,0.0,0,1,cross_race,0,0,0,0,0.186612228868049,0.3612970909645428
1952,4930,0.08524053745639301,0,1,cross_race,0,0,0,0,0.186612228868049,0.3515426626231579
3036,4424,0.08524053745639301,1,0,cross_race,0,0,0,0,0.3258391086648871,0.09313496674119603
2476,5216,0.08524053745639304,0,1,cross_race,0,1,1,0,0.17046611927537747,0.0013622818220518917
720,3087,0.0,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
720,6987,0.08524053745639293,0,1,cross_race,0,0,0,0,0.09313496674119603,0.26781982883768984
